Id,Prediction
2415,positive
2416,negative
2417,negative
2418,neutral
2419,neutral
2420,neutral
2421,negative
2422,neutral
2423,negative
2424,negative
2425,positive
2426,negative
2427,neutral
2428,negative
2429,negative
2430,negative
2431,negative
2432,negative
2433,negative
2434,negative
2435,neutral
2436,negative
2437,negative
2438,neutral
2439,negative
2440,negative
2441,negative
2442,negative
2443,negative
2444,negative
2445,negative
2446,negative
2447,negative
2448,negative
2449,negative
2450,positive
2451,negative
2452,negative
2453,negative
2454,negative
2455,negative
2456,negative
2457,neutral
2458,negative
2459,negative
2460,negative
2461,neutral
2462,positive
2463,negative
2464,negative
2465,negative
2466,negative
2467,negative
2468,negative
2469,negative
2470,negative
2471,negative
2472,negative
2473,negative
2474,neutral
2475,neutral
2476,negative
2477,positive
2478,neutral
2479,positive
2480,neutral
2481,neutral
2482,positive
2483,negative
2484,negative
2485,negative
2486,negative
2487,negative
2488,neutral
2489,negative
2490,negative
2491,negative
2492,negative
2493,negative
2494,negative
2495,negative
2496,neutral
2497,negative
2498,neutral
2499,negative
2500,negative
2501,negative
2502,negative
2503,positive
2504,neutral
2505,negative
2506,negative
2507,negative
2508,negative
2509,negative
2510,negative
2511,negative
2512,neutral
2513,negative
2514,negative
2515,neutral
2516,negative
2517,positive
2518,negative
2519,negative
2520,negative
2521,negative
2522,negative
2523,negative
2524,negative
2525,negative
2526,negative
2527,negative
2528,negative
2529,negative
2530,negative
2531,positive
2532,negative
2533,negative
2534,neutral
2535,negative
2536,negative
2537,negative
2538,negative
2539,negative
2540,negative
2541,positive
2542,negative
2543,negative
2544,positive
2545,negative
2546,neutral
2547,neutral
2548,negative
2549,positive
2550,negative
2551,positive
2552,positive
2553,neutral
2554,negative
2555,negative
2556,positive
2557,negative
2558,negative
2559,negative
2560,negative
2561,negative
2562,negative
2563,neutral
2564,negative
2565,positive
2566,negative
2567,negative
2568,neutral
2569,negative
2570,positive
2571,negative
2572,negative
2573,negative
2574,negative
2575,negative
2576,positive
2577,negative
2578,positive
2579,negative
2580,positive
2581,positive
2582,negative
2583,positive
2584,negative
2585,negative
2586,neutral
2587,negative
2588,neutral
2589,negative
2590,negative
2591,positive
2592,negative
2593,negative
2594,negative
2595,negative
2596,negative
2597,negative
2598,negative
2599,negative
2600,negative
2601,negative
2602,positive
2603,neutral
2604,negative
2605,negative
2606,negative
2607,negative
2608,negative
2609,neutral
2610,negative
2611,neutral
2612,positive
2613,negative
2614,neutral
2615,negative
2616,positive
2617,positive
2618,negative
2619,negative
2620,neutral
2621,negative
2622,positive
2623,negative
2624,negative
2625,positive
2626,neutral
2627,negative
2628,neutral
2629,negative
2630,negative
2631,positive
2632,negative
2633,positive
2634,negative
2635,negative
2636,negative
2637,negative
2638,negative
2639,negative
2640,negative
2641,negative
2642,negative
2643,negative
2644,neutral
2645,positive
2646,neutral
2647,positive
2648,negative
2649,negative
2650,negative
2651,negative
2652,negative
2653,negative
2654,neutral
2655,neutral
2656,neutral
2657,negative
2658,neutral
2659,negative
2660,negative
2661,negative
2662,negative
2663,negative
2664,negative
2665,positive
2666,positive
2667,negative
2668,negative
2669,neutral
2670,negative
2671,positive
2672,negative
2673,negative
2674,negative
2675,negative
2676,negative
2677,negative
2678,positive
2679,negative
2680,negative
2681,negative
2682,neutral
2683,neutral
2684,positive
2685,negative
2686,positive
2687,negative
2688,negative
2689,negative
2690,negative
2691,negative
2692,positive
2693,negative
2694,negative
2695,neutral
2696,negative
2697,negative
2698,neutral
2699,negative
2700,positive
2701,negative
2702,negative
2703,negative
2704,negative
2705,negative
2706,negative
2707,neutral
2708,negative
2709,negative
2710,positive
2711,negative
2712,positive
2713,positive
2714,negative
2715,negative
2716,positive
2717,negative
2718,negative
2719,negative
2720,negative
2721,negative
2722,positive
2723,negative
2724,negative
2725,neutral
2726,negative
2727,negative
2728,negative
2729,negative
2730,negative
2731,negative
2732,negative
2733,negative
2734,negative
2735,neutral
2736,negative
2737,negative
2738,negative
2739,negative
2740,neutral
2741,negative
2742,negative
2743,negative
2744,positive
2745,positive
2746,negative
2747,negative
2748,positive
2749,negative
2750,negative
2751,negative
2752,negative
2753,neutral
2754,negative
2755,negative
2756,negative
2757,positive
2758,negative
2759,negative
2760,negative
2761,negative
2762,positive
2763,neutral
2764,neutral
2765,negative
2766,negative
2767,negative
2768,positive
2769,negative
2770,negative
2771,positive
2772,negative
2773,negative
2774,negative
2775,neutral
2776,neutral
2777,negative
2778,negative
2779,neutral
2780,positive
2781,negative
2782,negative
2783,neutral
2784,negative
2785,negative
2786,negative
2787,negative
2788,negative
2789,positive
2790,negative
2791,negative
2792,negative
2793,negative
2794,negative
2795,neutral
2796,negative
2797,negative
2798,neutral
2799,positive
2800,neutral
2801,negative
2802,negative
2803,neutral
2804,neutral
2805,negative
2806,negative
2807,neutral
2808,positive
2809,negative
2810,neutral
2811,negative
2812,neutral
2813,neutral
2814,negative
2815,negative
2816,negative
2817,negative
2818,negative
2819,positive
2820,negative
2821,neutral
2822,neutral
2823,neutral
2824,negative
2825,negative
2826,negative
2827,negative
2828,negative
2829,neutral
2830,negative
2831,negative
2832,negative
2833,neutral
2834,negative
2835,negative
2836,neutral
2837,neutral
2838,negative
2839,negative
2840,positive
2841,neutral
2842,negative
2843,neutral
2844,positive
2845,negative
2846,neutral
2847,negative
2848,positive
2849,negative
2850,negative
2851,positive
2852,negative
2853,neutral
2854,negative
2855,negative
2856,negative
2857,positive
2858,negative
2859,positive
2860,negative
2861,negative
2862,negative
2863,negative
2864,negative
2865,negative
2866,positive
2867,negative
2868,neutral
2869,neutral
2870,negative
2871,negative
2872,negative
2873,negative
2874,positive
2875,neutral
2876,negative
2877,negative
2878,negative
2879,negative
2880,negative
2881,negative
2882,negative
2883,positive
2884,negative
2885,negative
2886,neutral
2887,neutral
2888,negative
2889,neutral
2890,positive
2891,positive
2892,negative
2893,positive
2894,negative
2895,neutral
2896,positive
2897,negative
2898,neutral
2899,negative
2900,positive
2901,neutral
2902,negative
2903,negative
2904,negative
2905,positive
2906,neutral
2907,neutral
2908,negative
2909,positive
2910,neutral
2911,negative
2912,negative
2913,positive
2914,positive
2915,positive
2916,positive
2917,negative
2918,negative
2919,neutral
2920,negative
2921,neutral
2922,negative
2923,negative
2924,neutral
2925,negative
2926,negative
2927,negative
2928,negative
2929,negative
2930,negative
2931,negative
2932,negative
2933,negative
2934,negative
2935,negative
2936,neutral
2937,negative
2938,negative
2939,negative
2940,negative
2941,positive
2942,negative
2943,negative
2944,negative
2945,negative
2946,negative
2947,positive
2948,neutral
2949,neutral
2950,positive
2951,negative
2952,positive
2953,negative
2954,negative
2955,negative
2956,neutral
2957,negative
2958,neutral
2959,negative
2960,negative
2961,negative
2962,positive
2963,negative
2964,neutral
2965,negative
2966,negative
2967,negative
2968,negative
2969,negative
2970,neutral
2971,negative
2972,neutral
2973,negative
2974,positive
2975,neutral
2976,negative
2977,negative
2978,negative
2979,positive
2980,negative
2981,negative
2982,negative
2983,negative
2984,negative
2985,neutral
2986,negative
2987,negative
2988,negative
2989,positive
2990,negative
2991,negative
2992,negative
2993,negative
2994,negative
2995,positive
2996,negative
2997,positive
2998,neutral
2999,positive
3000,negative
3001,negative
3002,neutral
3003,neutral
3004,negative
3005,negative
3006,negative
3007,neutral
3008,neutral
3009,negative
3010,negative
3011,neutral
3012,negative
3013,negative
3014,negative
3015,neutral
3016,neutral
3017,negative
3018,negative
3019,negative
3020,positive
3021,positive
3022,negative
3023,neutral
3024,negative
3025,negative
3026,neutral
3027,negative
3028,negative
3029,negative
3030,negative
3031,negative
3032,negative
3033,negative
3034,neutral
3035,positive
3036,positive
3037,neutral
3038,neutral
3039,negative
3040,neutral
3041,negative
3042,negative
3043,negative
3044,negative
3045,negative
3046,negative
3047,negative
3048,positive
3049,negative
3050,neutral
3051,negative
3052,negative
3053,negative
3054,negative
3055,neutral
3056,positive
3057,negative
3058,negative
3059,positive
3060,negative
3061,neutral
3062,negative
3063,negative
3064,negative
3065,negative
3066,neutral
3067,negative
3068,negative
3069,negative
3070,positive
3071,positive
3072,negative
3073,negative
3074,neutral
3075,positive
3076,negative
3077,negative
3078,negative
3079,negative
3080,negative
3081,negative
3082,negative
3083,neutral
3084,negative
3085,positive
3086,neutral
3087,negative
3088,positive
3089,negative
3090,negative
3091,negative
3092,neutral
3093,neutral
3094,negative
3095,negative
3096,negative
3097,negative
3098,negative
3099,negative
3100,negative
3101,negative
3102,negative
3103,positive
3104,negative
3105,negative
3106,negative
3107,neutral
3108,negative
3109,positive
3110,negative
3111,negative
3112,positive
3113,positive
3114,negative
3115,positive
3116,negative
3117,positive
3118,neutral
3119,negative
3120,negative
3121,negative
3122,negative
3123,neutral
3124,negative
3125,neutral
3126,negative
3127,negative
3128,negative
3129,positive
3130,positive
3131,positive
3132,negative
3133,positive
3134,negative
3135,negative
3136,negative
3137,positive
3138,positive
3139,negative
3140,negative
3141,negative
3142,positive
3143,negative
3144,neutral
3145,neutral
3146,negative
3147,neutral
3148,neutral
3149,negative
3150,negative
3151,neutral
3152,neutral
3153,negative
3154,positive
3155,negative
3156,negative
3157,neutral
3158,neutral
3159,negative
3160,negative
3161,negative
3162,negative
3163,negative
3164,negative
3165,negative
3166,positive
3167,positive
3168,negative
3169,neutral
3170,negative
3171,negative
3172,negative
3173,negative
3174,negative
3175,negative
3176,neutral
3177,negative
3178,neutral
3179,negative
3180,neutral
3181,negative
3182,positive
3183,negative
3184,positive
3185,negative
3186,negative
3187,negative
3188,negative
3189,negative
3190,negative
3191,negative
3192,negative
3193,negative
3194,negative
3195,negative
3196,neutral
3197,negative
3198,positive
3199,neutral
3200,neutral
3201,negative
3202,negative
3203,neutral
3204,negative
3205,negative
3206,negative
3207,negative
3208,negative
3209,negative
3210,negative
3211,neutral
3212,neutral
3213,negative
3214,negative
3215,negative
3216,negative
3217,negative
3218,positive
3219,negative
3220,negative
3221,neutral
3222,negative
3223,negative
3224,negative
3225,negative
3226,negative
3227,neutral
3228,negative
3229,negative
3230,negative
3231,negative
3232,negative
3233,negative
3234,negative
3235,negative
3236,neutral
3237,negative
3238,negative
3239,neutral
3240,negative
3241,negative
3242,neutral
3243,negative
3244,positive
3245,negative
3246,negative
3247,neutral
3248,negative
3249,negative
3250,negative
3251,negative
3252,negative
3253,positive
3254,negative
3255,negative
3256,positive
3257,neutral
3258,negative
3259,negative
3260,negative
3261,negative
3262,negative
3263,negative
3264,positive
3265,negative
3266,negative
3267,negative
3268,negative
3269,negative
3270,negative
3271,negative
3272,negative
3273,negative
3274,negative
3275,negative
3276,positive
3277,negative
3278,negative
3279,positive
3280,negative
3281,negative
3282,positive
3283,positive
3284,negative
3285,neutral
3286,negative
3287,negative
3288,negative
3289,positive
3290,negative
3291,negative
3292,positive
3293,positive
3294,positive
3295,positive
3296,negative
3297,positive
3298,positive
3299,negative
3300,negative
3301,positive
3302,negative
3303,negative
3304,negative
3305,neutral
3306,negative
3307,negative
3308,neutral
3309,negative
3310,neutral
3311,negative
3312,neutral
3313,neutral
3314,negative
3315,neutral
3316,negative
3317,positive
3318,negative
3319,negative
3320,positive
3321,positive
3322,neutral
3323,neutral
3324,negative
3325,negative
3326,negative
3327,neutral
3328,neutral
3329,negative
3330,neutral
3331,negative
3332,positive
3333,positive
3334,positive
3335,negative
3336,negative
3337,positive
3338,positive
3339,positive
3340,positive
3341,negative
3342,negative
3343,negative
3344,negative
3345,negative
3346,negative
3347,negative
3348,positive
3349,negative
3350,negative
3351,neutral
3352,neutral
3353,negative
3354,negative
3355,negative
3356,negative
3357,negative
3358,negative
3359,negative
3360,negative
3361,negative
3362,negative
3363,negative
3364,negative
3365,negative
3366,neutral
3367,negative
3368,negative
3369,neutral
3370,negative
3371,negative
3372,negative
3373,neutral
3374,neutral
3375,negative
3376,negative
3377,negative
3378,neutral
3379,negative
3380,neutral
3381,negative
3382,negative
3383,negative
3384,negative
3385,positive
3386,negative
3387,neutral
3388,negative
3389,negative
3390,neutral
3391,negative
3392,negative
3393,positive
3394,neutral
3395,negative
3396,positive
3397,positive
3398,neutral
3399,negative
3400,negative
3401,negative
3402,positive
3403,negative
3404,neutral
3405,neutral
3406,negative
3407,positive
3408,positive
3409,neutral
3410,negative
3411,negative
3412,neutral
3413,negative
3414,negative
3415,neutral
3416,negative
3417,negative
3418,negative
3419,neutral
3420,neutral
3421,neutral
3422,negative
3423,negative
3424,neutral
3425,negative
3426,neutral
3427,negative
3428,neutral
3429,positive
3430,positive
3431,negative
3432,negative
3433,negative
3434,positive
3435,negative
3436,positive
3437,negative
3438,neutral
3439,negative
3440,positive
3441,negative
3442,neutral
3443,neutral
3444,negative
3445,neutral
3446,negative
3447,positive
3448,negative
3449,negative
3450,negative
3451,negative
3452,negative
3453,negative
3454,negative
3455,neutral
3456,negative
3457,negative
3458,negative
3459,negative
3460,positive
3461,negative
3462,neutral
3463,neutral
3464,negative
3465,negative
3466,negative
3467,neutral
3468,negative
3469,negative
3470,negative
3471,negative
3472,negative
3473,positive
3474,neutral
3475,negative
3476,negative
3477,positive
3478,neutral
3479,positive
3480,negative
3481,negative
3482,negative
3483,negative
3484,negative
3485,neutral
3486,negative
3487,neutral
3488,neutral
3489,negative
3490,negative
3491,negative
3492,negative
3493,negative
3494,positive
3495,negative
3496,negative
3497,neutral
3498,negative
3499,negative
3500,negative
3501,negative
3502,neutral
3503,neutral
3504,positive
3505,negative
3506,neutral
3507,positive
3508,neutral
3509,neutral
3510,negative
3511,positive
3512,negative
3513,negative
3514,negative
3515,negative
3516,positive
3517,neutral
3518,neutral
3519,negative
3520,negative
3521,negative
3522,neutral
3523,negative
3524,negative
3525,negative
3526,neutral
3527,negative
3528,negative
3529,negative
3530,neutral
3531,positive
3532,negative
3533,negative
3534,negative
3535,negative
3536,negative
3537,negative
3538,neutral
3539,neutral
3540,neutral
3541,negative
3542,neutral
3543,negative
3544,negative
3545,positive
3546,negative
3547,neutral
3548,neutral
3549,negative
3550,neutral
3551,neutral
3552,neutral
3553,neutral
3554,negative
3555,negative
3556,negative
3557,negative
3558,positive
3559,negative
3560,negative
3561,neutral
3562,negative
3563,positive
3564,negative
3565,neutral
3566,positive
3567,negative
3568,negative
3569,neutral
3570,negative
3571,negative
3572,negative
3573,negative
3574,neutral
3575,negative
3576,negative
3577,neutral
3578,neutral
3579,negative
3580,negative
3581,negative
3582,negative
3583,negative
3584,negative
3585,negative
3586,negative
3587,negative
3588,neutral
3589,negative
3590,negative
3591,neutral
3592,negative
3593,negative
3594,negative
3595,positive
3596,neutral
3597,negative
3598,negative
3599,negative
3600,neutral
3601,neutral
3602,positive
3603,negative
3604,positive
3605,negative
3606,positive
3607,neutral
3608,negative
3609,neutral
3610,negative
3611,negative
3612,negative
3613,positive
3614,negative
3615,negative
3616,negative
3617,positive
3618,positive
3619,neutral
3620,neutral
3621,neutral
3622,positive
3623,negative
3624,negative
3625,positive
3626,negative
3627,neutral
3628,neutral
3629,neutral
3630,negative
3631,negative
3632,positive
3633,negative
3634,negative
3635,neutral
3636,neutral
3637,positive
3638,positive
3639,positive
3640,neutral
3641,positive
3642,negative
3643,neutral
3644,neutral
3645,negative
3646,neutral
3647,neutral
3648,negative
3649,neutral
3650,negative
3651,neutral
3652,negative
3653,negative
3654,positive
3655,negative
3656,negative
3657,positive
3658,positive
3659,positive
3660,negative
3661,negative
3662,positive
3663,negative
3664,positive
3665,positive
3666,negative
3667,neutral
3668,negative
3669,neutral
3670,negative
3671,negative
3672,neutral
3673,neutral
3674,positive
3675,negative
3676,negative
3677,neutral
3678,negative
3679,neutral
3680,negative
3681,neutral
3682,negative
3683,positive
3684,negative
3685,positive
3686,negative
3687,positive
3688,neutral
3689,positive
3690,negative
3691,negative
3692,negative
3693,negative
3694,negative
3695,negative
3696,negative
3697,negative
3698,negative
3699,positive
3700,negative
3701,negative
3702,negative
3703,neutral
3704,negative
3705,negative
3706,negative
3707,negative
3708,negative
3709,negative
3710,negative
3711,neutral
3712,negative
3713,negative
3714,negative
3715,positive
3716,negative
3717,neutral
3718,negative
3719,negative
3720,negative
3721,negative
3722,positive
3723,positive
3724,negative
3725,negative
3726,negative
3727,negative
3728,negative
3729,positive
3730,positive
3731,negative
3732,negative
3733,negative
3734,negative
3735,negative
3736,negative
3737,positive
3738,negative
3739,negative
3740,negative
3741,positive
3742,negative
3743,negative
3744,negative
3745,negative
3746,negative
3747,neutral
3748,negative
3749,negative
3750,negative
3751,negative
3752,positive
3753,positive
3754,negative
3755,negative
3756,negative
3757,negative
3758,positive
3759,negative
3760,negative
3761,negative
3762,negative
3763,negative
3764,negative
3765,negative
3766,neutral
3767,negative
3768,negative
3769,negative
3770,positive
3771,neutral
3772,positive
3773,neutral
3774,negative
3775,negative
3776,neutral
3777,negative
3778,negative
3779,negative
3780,negative
3781,negative
3782,negative
3783,negative
3784,negative
3785,neutral
3786,negative
3787,negative
3788,negative
3789,negative
3790,negative
3791,neutral
3792,positive
3793,negative
3794,positive
3795,negative
3796,negative
3797,negative
3798,positive
3799,negative
3800,negative
3801,neutral
3802,negative
3803,negative
3804,neutral
3805,negative
3806,negative
3807,negative
3808,negative
3809,negative
3810,neutral
3811,negative
3812,negative
3813,negative
3814,negative
3815,positive
3816,neutral
3817,negative
3818,negative
3819,negative
3820,negative
3821,negative
3822,negative
3823,negative
3824,positive
3825,negative
3826,neutral
3827,neutral
3828,negative
3829,positive
3830,negative
3831,negative
3832,negative
3833,negative
3834,neutral
3835,negative
3836,neutral
3837,negative
3838,negative
3839,positive
3840,negative
3841,negative
3842,negative
3843,negative
3844,negative
3845,positive
3846,negative
3847,negative
3848,negative
3849,negative
3850,negative
3851,negative
3852,negative
3853,neutral
3854,negative
3855,negative
3856,neutral
3857,neutral
3858,neutral
3859,neutral
3860,neutral
3861,negative
3862,negative
3863,negative
3864,negative
3865,negative
3866,neutral
3867,negative
3868,positive
3869,negative
3870,positive
3871,negative
3872,negative
3873,neutral
3874,neutral
3875,negative
3876,negative
3877,positive
3878,neutral
3879,negative
3880,negative
3881,neutral
3882,negative
3883,negative
3884,negative
3885,negative
3886,positive
3887,negative
3888,negative
3889,negative
3890,negative
3891,negative
3892,neutral
3893,negative
3894,negative
3895,positive
3896,negative
3897,negative
3898,negative
3899,neutral
3900,neutral
3901,negative
3902,positive
3903,negative
3904,negative
3905,negative
3906,negative
3907,negative
3908,neutral
3909,neutral
3910,neutral
3911,neutral
3912,negative
3913,negative
3914,negative
3915,negative
3916,negative
3917,neutral
3918,negative
3919,negative
3920,negative
3921,neutral
3922,negative
3923,negative
3924,neutral
3925,neutral
3926,positive
3927,neutral
3928,negative
3929,negative
3930,negative
3931,negative
3932,negative
3933,negative
3934,negative
3935,neutral
3936,negative
3937,negative
3938,negative
3939,negative
3940,negative
3941,negative
3942,negative
3943,negative
3944,negative
3945,negative
3946,negative
3947,negative
3948,neutral
3949,negative
3950,positive
3951,negative
3952,negative
3953,negative
3954,negative
3955,neutral
3956,negative
3957,negative
3958,negative
3959,positive
3960,negative
3961,negative
3962,neutral
3963,positive
3964,negative
3965,negative
3966,negative
3967,neutral
3968,negative
3969,negative
3970,negative
3971,negative
3972,negative
3973,positive
3974,negative
3975,positive
3976,negative
3977,negative
3978,negative
3979,neutral
3980,negative
3981,positive
3982,neutral
3983,negative
3984,negative
3985,negative
3986,negative
3987,neutral
3988,negative
3989,negative
3990,negative
3991,negative
3992,negative
3993,negative
3994,negative
3995,negative
3996,positive
3997,negative
3998,positive
3999,negative
4000,negative
4001,negative
4002,negative
4003,negative
4004,negative
4005,negative
4006,neutral
4007,negative
4008,neutral
4009,negative
4010,negative
4011,negative
4012,neutral
4013,positive
4014,negative
4015,neutral
4016,negative
4017,neutral
4018,negative
4019,negative
4020,negative
4021,neutral
4022,positive
4023,negative
4024,positive
4025,positive
4026,neutral
4027,neutral
4028,negative
4029,neutral
4030,negative
4031,negative
4032,negative
4033,negative
4034,negative
4035,positive
4036,negative
4037,neutral
4038,neutral
4039,negative
4040,neutral
4041,positive
4042,negative
4043,negative
4044,negative
4045,negative
4046,negative
4047,neutral
4048,negative
4049,negative
4050,positive
4051,negative
4052,negative
4053,positive
4054,neutral
4055,negative
4056,negative
4057,positive
4058,positive
4059,negative
4060,negative
4061,negative
4062,neutral
4063,negative
4064,positive
4065,positive
4066,negative
4067,negative
4068,negative
4069,neutral
4070,neutral
4071,negative
4072,negative
4073,negative
4074,negative
4075,negative
4076,negative
4077,negative
4078,positive
4079,negative
4080,negative
4081,negative
4082,negative
4083,negative
4084,negative
4085,negative
4086,negative
4087,negative
4088,negative
4089,negative
4090,neutral
4091,positive
4092,negative
4093,negative
4094,negative
4095,negative
4096,negative
4097,negative
4098,negative
4099,negative
4100,negative
4101,negative
4102,negative
4103,negative
4104,negative
4105,negative
4106,negative
4107,negative
4108,negative
4109,negative
4110,negative
4111,negative
4112,positive
4113,positive
4114,neutral
4115,negative
4116,negative
4117,neutral
4118,neutral
4119,negative
4120,negative
4121,negative
4122,negative
4123,neutral
4124,negative
4125,neutral
4126,negative
4127,negative
4128,negative
4129,negative
4130,negative
4131,neutral
4132,negative
4133,negative
4134,positive
4135,negative
4136,neutral
4137,positive
4138,neutral
4139,neutral
4140,negative
4141,neutral
4142,negative
4143,neutral
4144,negative
4145,negative
4146,negative
4147,negative
4148,negative
4149,neutral
4150,neutral
4151,neutral
4152,negative
4153,neutral
4154,neutral
4155,positive
4156,negative
4157,neutral
4158,neutral
4159,positive
4160,negative
4161,negative
4162,negative
4163,negative
4164,positive
4165,negative
4166,neutral
4167,negative
4168,negative
4169,positive
4170,positive
4171,neutral
4172,negative
4173,neutral
4174,negative
4175,negative
4176,negative
4177,neutral
4178,negative
4179,negative
4180,negative
4181,negative
4182,neutral
4183,negative
4184,positive
4185,neutral
4186,negative
4187,negative
4188,negative
4189,negative
4190,neutral
4191,neutral
4192,negative
4193,negative
4194,negative
4195,negative
4196,negative
4197,negative
4198,positive
4199,negative
4200,positive
4201,negative
4202,negative
4203,positive
4204,negative
4205,negative
4206,negative
4207,negative
4208,positive
4209,neutral
4210,negative
4211,neutral
4212,negative
4213,negative
4214,negative
4215,positive
4216,negative
4217,negative
4218,negative
4219,negative
4220,negative
4221,negative
4222,negative
4223,negative
4224,negative
4225,negative
4226,negative
4227,neutral
4228,negative
4229,negative
4230,negative
4231,negative
4232,negative
4233,negative
4234,negative
4235,neutral
4236,negative
4237,negative
4238,negative
4239,negative
4240,negative
4241,positive
4242,negative
4243,negative
4244,positive
4245,neutral
4246,positive
4247,negative
4248,negative
4249,negative
4250,neutral
4251,negative
4252,negative
4253,positive
4254,negative
4255,neutral
4256,negative
4257,negative
4258,positive
4259,negative
4260,negative
4261,negative
4262,negative
4263,negative
4264,neutral
4265,negative
4266,neutral
4267,negative
4268,neutral
4269,neutral
4270,positive
4271,neutral
4272,negative
4273,negative
4274,neutral
4275,neutral
4276,negative
4277,neutral
4278,negative
4279,neutral
4280,positive
4281,negative
4282,neutral
4283,negative
4284,negative
4285,positive
4286,positive
4287,positive
4288,negative
4289,negative
4290,negative
4291,negative
4292,negative
4293,neutral
4294,negative
4295,negative
4296,neutral
4297,positive
4298,neutral
4299,negative
4300,negative
4301,negative
4302,negative
4303,negative
4304,negative
4305,negative
4306,negative
4307,negative
4308,negative
4309,negative
4310,neutral
4311,negative
4312,positive
4313,neutral
4314,negative
4315,negative
4316,neutral
4317,negative
4318,negative
4319,negative
4320,negative
4321,negative
4322,negative
4323,negative
4324,negative
4325,negative
4326,negative
4327,negative
4328,negative
4329,neutral
4330,negative
4331,negative
4332,negative
4333,negative
4334,negative
4335,positive
4336,positive
4337,neutral
4338,negative
4339,neutral
4340,negative
4341,positive
4342,neutral
4343,neutral
4344,neutral
4345,neutral
4346,negative
4347,positive
4348,negative
4349,neutral
4350,positive
4351,neutral
4352,positive
4353,negative
4354,neutral
4355,neutral
4356,negative
4357,positive
4358,negative
4359,neutral
4360,negative
4361,positive
4362,negative
4363,negative
4364,neutral
4365,negative
4366,neutral
4367,negative
4368,negative
4369,neutral
4370,positive
4371,positive
4372,positive
4373,negative
4374,negative
4375,positive
4376,neutral
4377,positive
4378,positive
4379,negative
4380,negative
4381,neutral
4382,positive
4383,negative
4384,negative
4385,negative
4386,negative
4387,negative
4388,negative
4389,negative
4390,neutral
4391,negative
4392,negative
4393,negative
4394,negative
4395,neutral
4396,neutral
4397,negative
4398,neutral
4399,negative
4400,negative
4401,negative
4402,neutral
4403,negative
4404,neutral
4405,negative
4406,negative
4407,positive
4408,negative
4409,negative
4410,negative
4411,negative
4412,negative
4413,negative
4414,negative
4415,negative
4416,negative
4417,negative
4418,negative
4419,negative
4420,negative
4421,neutral
4422,neutral
4423,neutral
4424,neutral
4425,negative
4426,negative
4427,neutral
4428,negative
4429,negative
4430,negative
4431,negative
4432,neutral
4433,neutral
4434,negative
4435,negative
4436,negative
4437,positive
4438,negative
4439,positive
4440,negative
4441,negative
4442,neutral
4443,neutral
4444,negative
4445,negative
4446,negative
4447,neutral
4448,neutral
4449,positive
4450,negative
4451,neutral
4452,negative
4453,positive
4454,negative
4455,positive
4456,neutral
4457,negative
4458,negative
4459,negative
4460,neutral
4461,positive
4462,positive
4463,neutral
4464,positive
4465,positive
4466,negative
4467,neutral
4468,negative
4469,negative
4470,negative
4471,neutral
4472,neutral
4473,negative
4474,negative
4475,positive
4476,negative
4477,positive
4478,positive
4479,negative
4480,neutral
4481,neutral
4482,negative
4483,negative
4484,negative
4485,neutral
4486,negative
4487,negative
4488,neutral
4489,positive
4490,negative
4491,negative
4492,neutral
4493,positive
4494,negative
4495,negative
4496,negative
4497,negative
4498,negative
4499,positive
4500,negative
4501,negative
4502,negative
4503,negative
4504,neutral
4505,negative
4506,neutral
4507,positive
4508,neutral
4509,negative
4510,positive
4511,positive
4512,negative
4513,negative
4514,neutral
4515,negative
4516,neutral
4517,negative
4518,negative
4519,neutral
4520,positive
4521,negative
4522,positive
4523,positive
4524,neutral
4525,positive
4526,negative
4527,neutral
4528,negative
4529,neutral
4530,positive
4531,negative
4532,negative
4533,negative
4534,negative
4535,positive
4536,positive
4537,positive
4538,positive
4539,neutral
4540,neutral
4541,negative
4542,neutral
4543,positive
4544,negative
4545,positive
4546,positive
4547,neutral
4548,neutral
4549,positive
4550,positive
4551,neutral
4552,positive
4553,negative
4554,neutral
4555,neutral
4556,positive
4557,negative
4558,positive
4559,negative
4560,positive
4561,negative
4562,negative
4563,negative
4564,negative
4565,negative
4566,positive
4567,positive
4568,negative
4569,negative
4570,negative
4571,neutral
4572,neutral
4573,neutral
4574,neutral
4575,positive
4576,positive
4577,positive
4578,positive
4579,neutral
4580,negative
4581,negative
4582,negative
4583,positive
4584,negative
4585,neutral
4586,positive
4587,negative
4588,neutral
4589,neutral
4590,positive
4591,neutral
4592,neutral
4593,neutral
4594,neutral
4595,neutral
4596,negative
4597,positive
4598,negative
4599,negative
4600,positive
4601,positive
4602,positive
4603,negative
4604,positive
4605,negative
4606,neutral
4607,positive
4608,neutral
4609,positive
4610,negative
4611,negative
4612,neutral
4613,negative
4614,positive
4615,neutral
4616,positive
4617,negative
4618,neutral
4619,negative
4620,neutral
4621,positive
4622,neutral
4623,positive
4624,positive
4625,negative
4626,neutral
4627,neutral
4628,neutral
4629,positive
4630,negative
4631,positive
4632,neutral
4633,positive
4634,neutral
4635,neutral
4636,neutral
4637,negative
4638,neutral
4639,positive
4640,positive
4641,negative
4642,neutral
4643,neutral
4644,neutral
4645,positive
4646,negative
4647,neutral
4648,positive
4649,negative
4650,neutral
4651,positive
4652,negative
4653,negative
4654,negative
4655,negative
4656,positive
4657,negative
4658,negative
4659,negative
4660,neutral
4661,negative
4662,positive
4663,negative
4664,negative
4665,positive
4666,positive
4667,positive
