Id,airline,username,retweet_count,text,timestamp,location
1475,United,JoeRychalsky,0,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?,2015-02-22 19:50:31 -0800,"Wilmington, Delaware"
1476,United,natashajw,1,@united Thanks for the vague canned response that doesn't address the issue!,2015-02-22 19:50:25 -0800,"san francisco, ca"
1477,United,tiamariaroxs,0,@united thank you!,2015-02-22 19:49:25 -0800,
1478,United,kaobrien812,0,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,2015-02-22 19:48:03 -0800,"Medford, MA"
1479,United,DRVerges,0,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.,2015-02-22 19:48:01 -0800,Chicago
1480,United,JasonArbaugh,0,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail,2015-02-22 19:45:07 -0800,
1481,United,Rianne1,0,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice,2015-02-22 19:42:43 -0800,
1482,United,uncommongrape,0,@united I did. It took about an hour and a half though,2015-02-22 19:41:09 -0800,"Rockaway, NJ"
1483,United,JasonArbaugh,0,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn,2015-02-22 19:40:32 -0800,
1484,United,raisas91,0,@united i did but i got nothing from it. Just dissapointment =(,2015-02-22 19:37:30 -0800,
1485,United,meigheyburn,0,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,2015-02-22 19:33:42 -0800,"Akron, Ohio"
1486,United,McLeodKyle,0,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.,2015-02-22 19:32:47 -0800,"Houston, TX"
1487,United,ChrisPinTX,0,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa,2015-02-22 19:32:00 -0800,
1488,United,ChrisPinTX,1,@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.,2015-02-22 19:28:18 -0800,
1489,United,geekydewd,0,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",2015-02-22 19:28:17 -0800,"CO Springs, Occupied Colorado"
1490,United,ChrisPinTX,0,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.,2015-02-22 19:27:10 -0800,
1491,United,bricon67,0,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate,2015-02-22 19:25:13 -0800,"ÜT: 33.987103,-118.399024"
1492,United,tomlongphd,0,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.,2015-02-22 19:24:01 -0800,Mexico City
1493,United,DJKHacker,0,@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?,2015-02-22 19:23:08 -0800,"Palo Alto, CA"
1494,United,cressman,0,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.,2015-02-22 19:22:30 -0800,Utah
1495,United,scottecrouch,1,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,2015-02-22 19:21:22 -0800,"New York & Washington, D.C."
1496,United,TQHopper,0,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1",2015-02-22 19:19:42 -0800,"Boulder, Co"
1497,United,bmorrismusic,0,@united what about the poor customer service at checkin at Kansas KCI?!? That's it???,2015-02-22 19:18:33 -0800,Ireland
1498,United,cressman,0,@united except all of that delayed the flight anyway.,2015-02-22 19:17:58 -0800,Utah
1499,United,bricon67,0,@United maybe find a different gate #ua1758,2015-02-22 19:16:35 -0800,"ÜT: 33.987103,-118.399024"
1500,United,liveitup09,1,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous,2015-02-22 19:16:19 -0800,
1501,United,bricon67,0,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?,2015-02-22 19:14:55 -0800,"ÜT: 33.987103,-118.399024"
1502,United,jasoncarpio,0,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke,2015-02-22 19:12:40 -0800,"San Francisco, California"
1503,United,jasoncarpio,0,@united can we get an explanation on why UA978 from São Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations.,2015-02-22 19:09:39 -0800,"San Francisco, California"
1504,United,idguy,0,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.,2015-02-22 19:09:14 -0800,New Jersey
1505,United,HargobindV,0,@united Can you tell me Jet Airways award availability?,2015-02-22 19:08:14 -0800,"Kansas City, Missouri"
1506,United,cslhilo,0,"@united I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option.",2015-02-22 19:02:45 -0800,"Hilo, HI"
1507,United,nottooshABBYYYY,0,@united What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,2015-02-22 19:02:14 -0800,
1508,United,baftz,0,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,2015-02-22 19:01:12 -0800,
1509,United,jnml,1,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484",2015-02-22 18:59:15 -0800,
1510,United,mgmcg16,0,@united on a flight at 11:30 tomorrow.,2015-02-22 18:57:59 -0800,
1511,United,axelrodaj,0,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,2015-02-22 18:50:31 -0800,San Francisco
1512,United,segallsays,1,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,2015-02-22 18:50:04 -0800,"Houston, TX"
1513,United,sandyrojasstory,0,@united why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac &amp; misses connecting flight always,2015-02-22 18:43:59 -0800,
1514,United,xtinageorgette,0,@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.,2015-02-22 18:43:54 -0800,"Hillsborough, NC"
1515,United,DelonGerry,1,@united sitting on UAL 683 - a comedy of errors.  UAL is incompetent,2015-02-22 18:41:51 -0800,
1516,United,lclohmd,1,"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?",2015-02-22 18:37:08 -0800,Toronto
1517,United,eryder,0,"@united, take a look at status of 683, sitting at ORD ... This ain't cool, yo.",2015-02-22 18:30:41 -0800,"Lexington, Ky"
1518,United,RyanSennett,0,@united bummer but thank you for the quick response,2015-02-22 18:30:01 -0800,"Vancouver, WA"
1519,United,cslhilo,0,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,2015-02-22 18:27:34 -0800,"Hilo, HI"
1520,United,cslhilo,0,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.,2015-02-22 18:26:20 -0800,"Hilo, HI"
1521,United,bobgiolito,0,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent",2015-02-22 18:24:51 -0800,"Los Angeles, CA"
1522,United,almaaa08,0,@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.,2015-02-22 18:22:41 -0800,
1523,United,almaaa08,0,@united I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been,2015-02-22 18:22:20 -0800,
1524,United,FernHeinig18,0,"@united, you just caused a riot on the airplane. Never seen anything like this",2015-02-22 18:22:01 -0800,
1525,United,huskerjon00,0,"@united Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there.",2015-02-22 18:15:07 -0800,
1526,United,almaaa08,1,@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.,2015-02-22 18:14:59 -0800,
1527,United,Jodieepps,0,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,2015-02-22 18:14:47 -0800,Michigan
1528,United,markinhifi,0,"@united They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",2015-02-22 18:13:48 -0800,"Queens, NY"
1529,United,Fire_Bilal,0,@united lol too little too Late Flight,2015-02-22 18:12:03 -0800,"Iowa City, IA"
1530,United,mamijeanna,0,@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM,2015-02-22 18:11:53 -0800,
1531,United,FernHeinig18,1,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability,2015-02-22 18:07:20 -0800,
1532,United,Frqtflyer1,0,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,2015-02-22 18:06:25 -0800,
1533,United,lamanmi_live,0,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.,2015-02-22 18:03:46 -0800,
1534,United,bobgiolito,0,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief,2015-02-22 17:58:27 -0800,"Los Angeles, CA"
1535,United,Aero0729,0,@united booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become,2015-02-22 17:55:39 -0800,
1536,United,Mikey_Hayess,0,@united your seats are god awful.,2015-02-22 17:55:24 -0800,
1537,United,halestorm62,0,@united good try but @SouthwestAir got her here safer and sooner,2015-02-22 17:54:04 -0800,
1538,United,zengerle,0,@United Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,2015-02-22 17:43:45 -0800,"Chapel Hill, NC"
1539,United,adamd703,0,@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!,2015-02-22 17:41:44 -0800,"Charleston, WV"
1540,United,ScottBerry18,0,@united Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?,2015-02-22 17:36:31 -0800,"Albuquerque, New Mexico"
1541,United,ScottBerry18,0,"@united I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",2015-02-22 17:34:32 -0800,"Albuquerque, New Mexico"
1542,United,cambalam,0,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?,2015-02-22 17:33:56 -0800,
1543,United,cressman,0,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK,2015-02-22 17:28:04 -0800,Utah
1544,United,djflacoflash,0,@united i sure will,2015-02-22 17:26:11 -0800,Everywhere
1545,United,wfmayo,0,@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it,2015-02-22 17:25:28 -0800,"Vienna, VA"
1546,United,geekydewd,0,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",2015-02-22 17:23:06 -0800,"CO Springs, Occupied Colorado"
1547,United,tomlongphd,0,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s.",2015-02-22 17:22:06 -0800,Mexico City
1548,United,danny_9_9,0,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,2015-02-22 17:19:59 -0800,
1549,United,Jodieepps,0,@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.,2015-02-22 17:16:31 -0800,Michigan
1550,United,KateRChrisman,0,@united JP - DM message who? Can't get a DM through to @united,2015-02-22 17:15:33 -0800,"Oakland, CA"
1551,United,MCB235,0,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.,2015-02-22 17:15:16 -0800,Home
1552,United,mckakia,0,@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.,2015-02-22 17:14:56 -0800,
1553,United,tonywhelan,0,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,2015-02-22 17:14:55 -0800,Stavromula Beta
1554,United,kgwalt3,0,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,2015-02-22 17:13:55 -0800,
1555,United,anoyes,0,@united social media team is on point on #OscarNight :),2015-02-22 17:13:37 -0800,"San Francisco, CA"
1556,United,Andy_Pi,1,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence,2015-02-22 17:12:40 -0800,NYC/Secaucus 
1557,United,Lollapoluga,1,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,2015-02-22 17:12:07 -0800,Chicago
1558,United,joepilot7,1,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.,2015-02-22 17:10:37 -0800,Toronto Canada
1559,United,RichGoldstein,0,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,2015-02-22 17:09:36 -0800,New York
1560,United,malexcormier,0,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",2015-02-22 17:09:16 -0800,North
1561,United,mustardman123,0,@united I need help with a missing bag.,2015-02-22 17:08:56 -0800,"Cincinnati, OH"
1562,United,unusualcards,0,@united I was. But I have given up.,2015-02-22 17:07:38 -0800,"Portland, OR"
1563,United,emilygalati,0,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",2015-02-22 17:05:15 -0800,"Chicago, IL"
1564,United,mollybowlingpin,0,@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!,2015-02-22 17:03:10 -0800,
1565,United,mangz,1,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...,2015-02-22 17:03:01 -0800,"ÜT: 40.729379,-74.002951"
1566,United,ericdavidson86,1,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers,2015-02-22 17:01:46 -0800,
1567,United,EastinDeverna,1,@united might possibly have the worst service on the planet.,2015-02-22 17:00:02 -0800,Long Island
1568,United,baftz,2,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited,2015-02-22 16:59:27 -0800,
1569,United,gochrisgo,0,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR,2015-02-22 16:56:50 -0800,"Brooklyn, NY"
1570,United,Spencerklein,0,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there,2015-02-22 16:56:37 -0800,
1571,United,Spencerklein,0,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse,2015-02-22 16:56:01 -0800,
1572,United,Spencerklein,0,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse,2015-02-22 16:55:23 -0800,
1573,United,reccewife,0,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better,2015-02-22 16:51:18 -0800,"Kingston, Canada"
1574,United,doug_samuel,0,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.,2015-02-22 16:51:07 -0800,
1575,United,Npatel3297,1,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,2015-02-22 16:50:12 -0800,
1576,United,YelpPittsburgh,0,@united thank you for following up!,2015-02-22 16:50:10 -0800,"Pittsburgh, PA"
1577,United,XlnsMngr,0,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,2015-02-22 16:47:53 -0800,
1578,United,RChew_FORR,0,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,2015-02-22 16:43:29 -0800,"Cambridge, MA"
1579,United,RyanSennett,0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",2015-02-22 16:42:25 -0800,"Vancouver, WA"
1580,United,tiamariaroxs,0,@united If an award is no longer showing available could it possible become available again?,2015-02-22 16:39:33 -0800,
1581,United,bryankendro,0,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,2015-02-22 16:37:15 -0800,Harrisburg
1582,United,XlnsMngr,0,@United can you help me get from IAH to SFO earlier tonight?,2015-02-22 16:34:29 -0800,
1583,United,denitiodeltoro,0,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,2015-02-22 16:33:45 -0800,The Town
1584,United,F_Mattioli,0,@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!,2015-02-22 16:30:49 -0800,"Martinsburg,WV"
1585,United,jesuisJOse,0,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,2015-02-22 16:28:17 -0800,New York | Chicago
1586,United,onemanvariety,0,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,2015-02-22 16:27:30 -0800,"driving, probably"
1587,United,bobgiolito,0,@united How about free wifi when your flights delayed? Only 20 mins allowed!,2015-02-22 16:27:21 -0800,"Los Angeles, CA"
1588,United,IamTamica,0,@united I did. they told us the wrong carousel number.,2015-02-22 16:26:16 -0800,moving forward... 
1589,United,AlexColIins,0,@united no thanks,2015-02-22 16:26:14 -0800,michigan 
1590,United,LaHauser,0,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,2015-02-22 16:22:34 -0800,
1591,United,scottychadwick,1,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,2015-02-22 16:17:50 -0800,
1592,United,aminghadersohi,0,@united why do you hate your passengers?,2015-02-22 16:16:49 -0800,"San Francisco, CA"
1593,United,FernHeinig18,0,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance,2015-02-22 16:14:47 -0800,
1594,United,reccewife,0,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,2015-02-22 16:13:42 -0800,"Kingston, Canada"
1595,United,CrowdSafetyNI,0,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR,2015-02-22 16:10:13 -0800,Northern Ireland
1596,United,trinjw,0,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,2015-02-22 16:09:54 -0800,
1597,United,BrittanyWolgast,0,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!,2015-02-22 16:07:55 -0800,
1598,United,Spencerklein,0,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,2015-02-22 16:07:52 -0800,
1599,United,jrmcirvin,0,@united #LAX #sunrise UAL212 LAX-JFK,2015-02-22 16:04:41 -0800,
1600,United,Spencerklein,0,@united ...would be on the next flight to Hayden/steamboat,2015-02-22 16:03:00 -0800,
1601,United,Spencerklein,0,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,2015-02-22 16:02:38 -0800,
1602,United,aminghadersohi,0,"@united, there is no good word for describing how angry and pissed off of a customer you have made me.",2015-02-22 15:59:28 -0800,"San Francisco, CA"
1603,United,ImagesbyTLP,1,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",2015-02-22 15:59:09 -0800,earth
1604,United,JennyLeeinDC,0,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,2015-02-22 15:58:21 -0800,DC
1605,United,aminghadersohi,0,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!",2015-02-22 15:58:05 -0800,"San Francisco, CA"
1606,United,jtromano,0,@united false.,2015-02-22 15:57:24 -0800,STL
1607,United,aminghadersohi,0,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all.",2015-02-22 15:54:53 -0800,"San Francisco, CA"
1608,United,JetSetterJD,0,"@united thanks, it was my first time in a United lounge and felt welcomed.",2015-02-22 15:54:52 -0800,
1609,United,reccewife,0,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",2015-02-22 15:54:31 -0800,"Kingston, Canada"
1610,United,TSAmedia_RossF,0,"@united Good evening, UA. Can you assist with an issue via DM?",2015-02-22 15:52:45 -0800,"Washington, D.C."
1611,United,Meatus_prime,0,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.,2015-02-22 15:51:05 -0800,
1612,United,ImagesbyTLP,0,@united 100. % failure in 2015 #UnitedAirlines,2015-02-22 15:50:13 -0800,earth
1613,United,SmashMastr,0,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,2015-02-22 15:49:01 -0800,Chicago
1614,United,ImagesbyTLP,0,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",2015-02-22 15:48:57 -0800,earth
1615,United,michaelvandijk1,0,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",2015-02-22 15:48:35 -0800,Nederland
1616,United,mamijeanna,0,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,2015-02-22 15:45:28 -0800,
1617,United,__XT,0,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,2015-02-22 15:43:29 -0800,
1618,United,reccewife,0,@united but we are on All Nippon now (booked by United to replace the one we missed).,2015-02-22 15:40:25 -0800,"Kingston, Canada"
1619,United,kaf_silva,0,@united what is this subtlety gate changes? Are you kidding with me?,2015-02-22 15:37:09 -0800,
1620,United,FlyRightSeat10,0,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",2015-02-22 15:37:05 -0800,Canada
1621,United,DanVidayo,0,@united yes was trying to upgrade my seat. Now there are no available spots,2015-02-22 15:36:04 -0800,Earth
1622,United,rikrik__,0,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*,2015-02-22 15:35:47 -0800,Saint Louis
1623,United,rikrik__,0,"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",2015-02-22 15:35:36 -0800,Saint Louis
1624,United,rikrik__,0,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.,2015-02-22 15:35:19 -0800,Saint Louis
1625,United,tunkuv,0,".@united I think not. I'm not flying you again, if I can help it.",2015-02-22 15:35:17 -0800,New York
1626,United,DJTouf,0,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,2015-02-22 15:34:15 -0800,"Buffalo, NY"
1627,United,BeyondStatusQuo,0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,2015-02-22 15:34:10 -0800,Los Angeles 
1628,United,reccewife,0,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle.",2015-02-22 15:34:08 -0800,"Kingston, Canada"
1629,United,Juliaweinerman,0,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071,2015-02-22 15:33:48 -0800,
1630,United,davedittrich,0,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?",2015-02-22 15:33:22 -0800,
1631,United,BeyondStatusQuo,1,@united you always surprise me with the awfulness of your airline. You guys suck. #worst,2015-02-22 15:32:52 -0800,Los Angeles 
1632,United,DRVerges,0,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD,2015-02-22 15:29:33 -0800,Chicago
1633,United,rhettmcpeake,0,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,2015-02-22 15:29:27 -0800,Pittsburgh 
1634,United,DRVerges,0,@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure,2015-02-22 15:28:19 -0800,Chicago
1635,United,JessLisaM,0,"@united @lpdstock tweet bots obviously don't get sarcasm, making computers more and more like real people.",2015-02-22 15:28:12 -0800,
1636,United,rhettmcpeake,0,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",2015-02-22 15:28:01 -0800,Pittsburgh 
1637,United,baj2081,0,@united customer service what's That???,2015-02-22 15:27:28 -0800,
1638,United,immersiveg,1,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",2015-02-22 15:26:05 -0800,Los Angeles
1639,United,FAiRChicago,0,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago  
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A",2015-02-22 15:26:04 -0800,"Chicago, IL"
1640,United,cslhilo,0,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!,2015-02-22 15:23:38 -0800,"Hilo, HI"
1641,United,ericaswerdlow,1,"@united that's what you have said for years, you are losing customers!!!!!!",2015-02-22 15:22:37 -0800,Chicago
1642,United,ChrisOneputt91,0,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,2015-02-22 15:21:00 -0800,
1643,United,FernHeinig18,1,@united. Once again your lack of customer centricity us astounding,2015-02-22 15:18:27 -0800,
1644,United,mgmcg16,0,@united now this http://t.co/uygeW2Nosr,2015-02-22 15:17:33 -0800,
1645,United,erikmkeith,0,"@united Would be nice if @staralliance partner tickets that don't provide full PQM credit are more obvious before purchase. Lost 1,200 miles",2015-02-22 15:16:41 -0800,"Leesburg, VA, USA"
1646,United,CDNTravelGuy,0,@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,2015-02-22 15:14:48 -0800,Toronto Area
1647,United,DruskinMichael,0,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off,2015-02-22 15:13:03 -0800,
1648,United,koploperfan1992,0,@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,2015-02-22 15:11:50 -0800,Winterfell
1649,United,djflacoflash,1,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!,2015-02-22 15:11:30 -0800,Everywhere
1650,United,gtotheoff,1,". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",2015-02-22 15:10:34 -0800,
1651,United,mathardin,0,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",2015-02-22 15:09:23 -0800,Corpus Christi
1652,United,kannanlakshmi,0,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",2015-02-22 15:09:20 -0800,"Cambridge, MA"
1653,United,D_WaYnE_01,0,"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",2015-02-22 15:08:22 -0800,
1654,United,jprice9227,0,"@united no, we still have not heard anything from anyone at @united or the @ErieAirport",2015-02-22 15:08:01 -0800,
1655,United,onemanvariety,0,@united every time I search a flight your site logs me out and gives error message. About to book on a different airline and Cancelled Flight my card.,2015-02-22 15:06:35 -0800,"driving, probably"
1656,United,Spencerklein,0,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,2015-02-22 15:06:27 -0800,
1657,United,YelpPittsburgh,0,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,2015-02-22 15:05:58 -0800,"Pittsburgh, PA"
